"alpha","FDR","power"
0.02,0,0
0.05,0,0.0885245901639344
0.07,0,0.0950819672131148
0.1,0.0303030303030303,0.104918032786885
0.15,0.025,0.127868852459016
0.2,0.025,0.127868852459016
0.25,0.107142857142857,0.163934426229508
0.3,0.133333333333333,0.170491803278689
0.35,0.149253731343284,0.186885245901639
0.4,0.295238095238095,0.242622950819672
0.45,0.31404958677686,0.272131147540984
0.5,0.388489208633094,0.278688524590164
0.55,0.392857142857143,0.278688524590164
0.6,0.425925925925926,0.304918032786885
0.65,0.507389162561576,0.327868852459016
0.7,0.567669172932331,0.377049180327869
0.75,0.664488017429194,0.504918032786885
0.8,0.712121212121212,0.560655737704918
0.85,0.785458879618594,0.590163934426229
0.9,0.836395450568679,0.613114754098361
0.95,0.86204431736955,0.632786885245902
1,0.86204431736955,0.632786885245902
