"FDR","pow"
0,0.0394736842105263
0.0555555555555556,0.0447368421052632
0.125,0.0552631578947368
0.153846153846154,0.0578947368421053
0.148148148148148,0.0605263157894737
0.2,0.0631578947368421
0.264705882352941,0.0657894736842105
0.345454545454545,0.0947368421052632
0.349206349206349,0.107894736842105
0.353846153846154,0.110526315789474
0.465116279069767,0.121052631578947
0.478260869565217,0.126315789473684
0.52991452991453,0.144736842105263
0.559006211180124,0.186842105263158
0.62621359223301,0.202631578947368
0.642857142857143,0.223684210526316
0.729493891797557,0.407894736842105
0.755524861878453,0.465789473684211
0.778981581798483,0.536842105263158
0.831943553559974,0.689473684210526
0.834278512917454,0.692105263157895
0.834278512917454,0.692105263157895
