"alpha","FDR","power"
0.02,0,0
0.05,0,0
0.07,0,0
0.1,0,0
0.15,0.125,0.0355329949238579
0.2,0.125,0.0355329949238579
0.25,0.125,0.0355329949238579
0.3,0.125,0.0355329949238579
0.35,0.125,0.0355329949238579
0.4,0.125,0.0355329949238579
0.45,0.125,0.0355329949238579
0.5,0.333333333333333,0.0812182741116751
0.55,0.363636363636364,0.106598984771574
0.6,0.509803921568627,0.126903553299492
0.65,0.519230769230769,0.126903553299492
0.7,0.658119658119658,0.203045685279188
0.75,0.723958333333333,0.269035532994924
0.8,0.75811209439528,0.416243654822335
0.85,0.789579158316633,0.532994923857868
0.9,0.841079460269865,0.538071065989848
0.95,0.896585365853659,0.538071065989848
1,0.923132704858593,0.538071065989848
