"alpha","FDR","power"
0.02,0,0
0.05,0.111111111111111,0.101522842639594
0.07,0.108695652173913,0.104060913705584
0.1,0.125,0.106598984771574
0.15,0.193548387096774,0.126903553299492
0.2,0.222222222222222,0.15989847715736
0.25,0.25,0.175126903553299
0.3,0.291044776119403,0.241116751269036
0.35,0.286713286713287,0.258883248730964
0.4,0.293333333333333,0.269035532994924
0.45,0.314102564102564,0.271573604060914
0.5,0.353932584269663,0.291878172588832
0.55,0.363636363636364,0.319796954314721
0.6,0.375586854460094,0.33756345177665
0.65,0.392561983471074,0.373096446700508
0.7,0.442028985507246,0.390862944162437
0.75,0.443661971830986,0.401015228426396
0.8,0.636524822695035,0.520304568527919
0.85,0.699175824175824,0.555837563451777
0.9,0.772772772772773,0.576142131979695
0.95,0.815993788819876,0.601522842639594
1,0.828385228095583,0.601522842639594
