"alpha","FDR","power"
0.02,0,0
0.05,0.0303030303030303,0.0786240786240786
0.07,0.0277777777777778,0.085995085995086
0.1,0.0377358490566038,0.125307125307125
0.15,0.08,0.16953316953317
0.2,0.0731707317073171,0.186732186732187
0.25,0.0860215053763441,0.208845208845209
0.3,0.108108108108108,0.243243243243243
0.35,0.164383561643836,0.2997542997543
0.4,0.198717948717949,0.307125307125307
0.45,0.218934911242604,0.324324324324324
0.5,0.251396648044693,0.329238329238329
0.55,0.277486910994764,0.339066339066339
0.6,0.365853658536585,0.383292383292383
0.65,0.414285714285714,0.402948402948403
0.7,0.475757575757576,0.425061425061425
0.75,0.521052631578947,0.447174447174447
0.8,0.608163265306122,0.471744471744472
0.85,0.660409556313993,0.488943488943489
0.9,0.701086956521739,0.540540540540541
0.95,0.819294456443485,0.616707616707617
1,0.819294456443485,0.616707616707617
