"alpha","FDR","power"
0.02,0,0
0.05,0,0
0.07,0,0
0.1,0.0714285714285714,0.0404984423676012
0.15,0.0714285714285714,0.0404984423676012
0.2,0.0625,0.0467289719626168
0.25,0.0555555555555556,0.0529595015576324
0.3,0.0555555555555556,0.0529595015576324
0.35,0.0555555555555556,0.0529595015576324
0.4,0.05,0.059190031152648
0.45,0.185185185185185,0.0685358255451713
0.5,0.161290322580645,0.0809968847352025
0.55,0.161290322580645,0.0809968847352025
0.6,0.151515151515152,0.0872274143302181
0.65,0.519083969465649,0.196261682242991
0.7,0.570588235294118,0.227414330218069
0.75,0.715,0.355140186915888
0.8,0.786816269284712,0.473520249221184
0.85,0.848305084745763,0.557632398753894
0.9,0.869088416723783,0.595015576323987
0.95,0.869088416723783,0.595015576323987
1,0.869088416723783,0.595015576323987
