"alpha","FDR","power"
0.02,0,0
0.05,0,0.0981818181818182
0.07,0,0.112727272727273
0.1,0,0.123636363636364
0.15,0.0930232558139535,0.141818181818182
0.2,0.108695652173913,0.149090909090909
0.25,0.125,0.152727272727273
0.3,0.329411764705882,0.207272727272727
0.35,0.351648351648352,0.214545454545455
0.4,0.36734693877551,0.225454545454545
0.45,0.383177570093458,0.24
0.5,0.403225806451613,0.269090909090909
0.55,0.403225806451613,0.269090909090909
0.6,0.465,0.389090909090909
0.65,0.473170731707317,0.392727272727273
0.7,0.488789237668161,0.414545454545455
0.75,0.604395604395604,0.523636363636364
0.8,0.653669724770642,0.549090909090909
0.85,0.669565217391304,0.552727272727273
0.9,0.814117647058824,0.574545454545455
0.95,0.882570162481536,0.578181818181818
1,0.885281385281385,0.578181818181818
