"FDR","pow"
0,0.0691823899371069
0.0434782608695652,0.0691823899371069
0.0434782608695652,0.0691823899371069
0.0434782608695652,0.0691823899371069
0.0357142857142857,0.0849056603773585
0.1,0.0849056603773585
0.151515151515152,0.0880503144654088
0.171428571428571,0.0911949685534591
0.194444444444444,0.0911949685534591
0.205128205128205,0.0974842767295598
0.205128205128205,0.0974842767295598
0.225,0.0974842767295598
0.225,0.0974842767295598
0.24390243902439,0.0974842767295598
0.514285714285714,0.106918238993711
0.555555555555556,0.113207547169811
0.73015873015873,0.213836477987421
0.763157894736842,0.283018867924528
0.814606741573034,0.415094339622642
0.836812144212524,0.540880503144654
0.860026917900404,0.654088050314465
0.863398692810458,0.657232704402516
