"alpha","FDR","power"
0.02,0,0
0.05,0,0
0.07,0.032258064516129,0.0958466453674121
0.1,0.0303030303030303,0.10223642172524
0.15,0.0303030303030303,0.10223642172524
0.2,0.14,0.137380191693291
0.25,0.147540983606557,0.166134185303514
0.3,0.169014084507042,0.188498402555911
0.35,0.189873417721519,0.204472843450479
0.4,0.188118811881188,0.261980830670927
0.45,0.186274509803922,0.26517571884984
0.5,0.212389380530973,0.284345047923323
0.55,0.302631578947368,0.338658146964856
0.6,0.385365853658537,0.402555910543131
0.65,0.467680608365019,0.447284345047923
0.7,0.481884057971014,0.456869009584665
0.75,0.503333333333333,0.476038338658147
0.8,0.676190476190476,0.543130990415335
0.85,0.763612217795485,0.568690095846645
0.9,0.860498220640569,0.626198083067093
0.95,0.861581920903955,0.626198083067093
1,0.861581920903955,0.626198083067093
