"alpha","FDR","power"
0.02,0,0
0.05,0.0227272727272727,0.135220125786164
0.07,0.0222222222222222,0.138364779874214
0.1,0.0217391304347826,0.141509433962264
0.15,0.04,0.150943396226415
0.2,0.0384615384615385,0.157232704402516
0.25,0.0833333333333333,0.172955974842767
0.3,0.0985915492957746,0.20125786163522
0.35,0.0972222222222222,0.20440251572327
0.4,0.17,0.261006289308176
0.45,0.230088495575221,0.273584905660377
0.5,0.2421875,0.30503144654088
0.55,0.274509803921569,0.349056603773585
0.6,0.411255411255411,0.427672955974843
0.65,0.461805555555556,0.487421383647799
0.7,0.507507507507508,0.515723270440252
0.75,0.521489971346705,0.525157232704403
0.8,0.532432432432432,0.544025157232704
0.85,0.606593406593407,0.562893081761006
0.9,0.745529573590096,0.581761006289308
0.95,0.849085365853659,0.622641509433962
1,0.858873841767641,0.622641509433962
