"FDR","pow"
0.133333333333333,0.0439189189189189
0.133333333333333,0.0439189189189189
0.133333333333333,0.0439189189189189
0.1875,0.0439189189189189
0.227272727272727,0.0574324324324324
0.4375,0.0608108108108108
0.487179487179487,0.0675675675675676
0.5,0.0675675675675676
0.511111111111111,0.0743243243243243
0.520833333333333,0.0777027027027027
0.547169811320755,0.0810810810810811
0.568965517241379,0.0844594594594595
0.577464788732394,0.101351351351351
0.581081081081081,0.10472972972973
0.636363636363636,0.121621621621622
0.696296296296296,0.138513513513514
0.716981132075472,0.152027027027027
0.775510204081633,0.185810810810811
0.801282051282051,0.209459459459459
0.837243401759531,0.375
0.88261421319797,0.625
0.88276299112801,0.625
