"FDR","pow"
0,0.0441988950276243
0.1,0.0497237569060773
0.181818181818182,0.0497237569060773
0.166666666666667,0.0552486187845304
0.2,0.0662983425414365
0.2,0.0662983425414365
0.333333333333333,0.0883977900552486
0.428571428571429,0.0883977900552486
0.428571428571429,0.0883977900552486
0.448275862068966,0.0883977900552486
0.448275862068966,0.0883977900552486
0.466666666666667,0.0883977900552486
0.538461538461538,0.0994475138121547
0.534883720930233,0.110497237569061
0.534883720930233,0.110497237569061
0.596491228070175,0.12707182320442
0.647887323943662,0.138121546961326
0.768595041322314,0.154696132596685
0.844370860927152,0.259668508287293
0.911077618688772,0.651933701657459
0.919005102040816,0.701657458563536
0.919005102040816,0.701657458563536
