"alpha","FDR","power"
0.02,0,0
0.05,0,0
0.07,0.0526315789473684,0.0608108108108108
0.1,0.0434782608695652,0.0743243243243243
0.15,0.103448275862069,0.0878378378378378
0.2,0.113636363636364,0.131756756756757
0.25,0.125,0.141891891891892
0.3,0.185714285714286,0.192567567567568
0.35,0.188888888888889,0.246621621621622
0.4,0.256880733944954,0.273648648648649
0.45,0.286713286713287,0.344594594594595
0.5,0.33125,0.361486486486487
0.55,0.340782122905028,0.398648648648649
0.6,0.385,0.415540540540541
0.65,0.435897435897436,0.445945945945946
0.7,0.579634464751958,0.543918918918919
0.75,0.663479923518164,0.594594594594595
0.8,0.715873015873016,0.60472972972973
0.85,0.791571753986333,0.618243243243243
0.9,0.868514570007107,0.625
0.95,0.869992972593113,0.625
1,0.869992972593113,0.625
