"alpha","FDR","power"
0.02,0,0
0.05,0,0
0.07,0,0
0.1,0,0
0.15,0.25,0.112299465240642
0.2,0.258064516129032,0.122994652406417
0.25,0.3,0.149732620320856
0.3,0.36,0.171122994652406
0.35,0.447761194029851,0.197860962566845
0.4,0.452054794520548,0.213903743315508
0.45,0.466666666666667,0.25668449197861
0.5,0.537735849056604,0.262032085561497
0.55,0.638157894736842,0.294117647058824
0.6,0.636942675159236,0.304812834224599
0.65,0.664921465968586,0.342245989304813
0.7,0.715415019762846,0.385026737967914
0.75,0.72027972027972,0.427807486631016
0.8,0.756373937677054,0.459893048128342
0.85,0.779904306220096,0.491978609625668
0.9,0.892750744786495,0.577540106951872
0.95,0.921052631578947,0.593582887700535
1,0.921052631578947,0.593582887700535
