"FDR","pow"
0,0.0618181818181818
0,0.0727272727272727
0,0.0727272727272727
0.0833333333333333,0.08
0.206896551724138,0.0836363636363636
0.305555555555556,0.0909090909090909
0.340909090909091,0.105454545454545
0.411764705882353,0.109090909090909
0.425925925925926,0.112727272727273
0.43859649122807,0.116363636363636
0.533333333333333,0.127272727272727
0.586206896551724,0.130909090909091
0.608247422680412,0.138181818181818
0.625,0.141818181818182
0.646017699115044,0.145454545454545
0.737179487179487,0.149090909090909
0.765957446808511,0.16
0.81570996978852,0.221818181818182
0.82618025751073,0.294545454545455
0.861858190709046,0.410909090909091
0.884137931034483,0.610909090909091
0.889691398555483,0.610909090909091
