"alpha","FDR","power"
0.02,0.0112359550561798,1
0.05,0.032967032967033,1
0.07,0.0974358974358974,1
0.1,0.115577889447236,1
0.15,0.161904761904762,1
0.2,0.207207207207207,1
0.25,0.234782608695652,1
0.3,0.251063829787234,1
0.35,0.340823970037453,1
0.4,0.405405405405405,1
0.45,0.43042071197411,1
0.5,0.477744807121662,1
0.55,0.564356435643564,1
0.6,0.621505376344086,1
0.65,0.660886319845857,1
0.7,0.761194029850746,1
0.75,0.790725326991677,1
0.8,0.83011583011583,1
0.85,0.863141524105754,1
0.9,0.879120879120879,1
0.95,0.879120879120879,1
1,0.879120879120879,1
