"alpha","FDR","power"
0.02,0.0115606936416185,1
0.05,0.05,1
0.07,0.0604395604395604,1
0.1,0.0976253298153034,1
0.15,0.131979695431472,1
0.2,0.173913043478261,1
0.25,0.236607142857143,1
0.3,0.283018867924528,1
0.35,0.344827586206897,1
0.4,0.395759717314488,1
0.45,0.491827637444279,1
0.5,0.548216644649934,1
0.55,0.577777777777778,1
0.6,0.62,1
0.65,0.665362035225049,1
0.7,0.709677419354839,1
0.75,0.759493670886076,1
0.8,0.777777777777778,1
0.85,0.777777777777778,1
0.9,0.777777777777778,1
0.95,0.777777777777778,1
1,0.777777777777778,1
