"alpha","FDR","power"
0.02,0.0184331797235023,1
0.05,0.0657894736842105,1
0.07,0.0779220779220779,1
0.1,0.0858369098712446,1
0.15,0.151394422310757,1
0.2,0.211111111111111,1
0.25,0.222627737226277,1
0.3,0.273037542662116,1
0.35,0.306188925081433,1
0.4,0.366071428571429,1
0.45,0.393162393162393,1
0.5,0.468827930174564,1
0.55,0.521348314606742,1
0.6,0.56530612244898,1
0.65,0.6671875,1
0.7,0.740243902439024,1
0.75,0.761478163493841,1
0.8,0.821458507963118,1
0.85,0.856565656565657,1
0.9,0.856565656565657,1
0.95,0.856565656565657,1
1,0.856565656565657,1
