"alpha","FDR","power"
0.02,0.023598820058997,1
0.05,0.0433526011560694,1
0.07,0.0515759312320917,1
0.1,0.0906593406593407,1
0.15,0.138020833333333,1
0.2,0.1725,1
0.25,0.211904761904762,1
0.3,0.262806236080178,1
0.35,0.343253968253968,1
0.4,0.367112810707457,1
0.45,0.418277680140598,1
0.5,0.437074829931973,1
0.55,0.521676300578035,1
0.6,0.591358024691358,1
0.65,0.625988700564972,1
0.7,0.66497975708502,1
0.75,0.770616770616771,1
0.8,0.785204412719014,1
0.85,0.785204412719014,1
0.9,0.785204412719014,1
0.95,0.785204412719014,1
1,0.785204412719014,1
