"alpha","FDR","power"
0.02,0.00588235294117647,1
0.05,0.028735632183908,1
0.07,0.0451977401129944,1
0.1,0.0790190735694823,1
0.15,0.126614987080103,1
0.2,0.191387559808612,1
0.25,0.238738738738739,1
0.3,0.265217391304348,1
0.35,0.30879345603272,1
0.4,0.33984375,1
0.45,0.371747211895911,1
0.5,0.451298701298701,1
0.55,0.504398826979472,1
0.6,0.538881309686221,1
0.65,0.573770491803279,1
0.7,0.65262076053443,1
0.75,0.688479262672811,1
0.8,0.721122112211221,1
0.85,0.773306505700872,1
0.9,0.773306505700872,1
0.95,0.773306505700872,1
1,0.773306505700872,1
