"alpha","FDR","power"
0.02,0.0240384615384615,1
0.05,0.0424528301886792,1
0.07,0.0601851851851852,1
0.1,0.0730593607305936,1
0.15,0.132478632478632,1
0.2,0.203921568627451,1
0.25,0.280141843971631,1
0.3,0.325581395348837,1
0.35,0.382978723404255,1
0.4,0.446866485013624,1
0.45,0.503667481662592,1
0.5,0.542792792792793,1
0.55,0.610364683301344,1
0.6,0.628884826325411,1
0.65,0.685271317829457,1
0.7,0.708751793400287,1
0.75,0.73840206185567,1
0.8,0.799208704253215,1
0.85,0.833470057424118,1
0.9,0.857942617214836,1
0.95,0.857942617214836,1
1,0.857942617214836,1
