"alpha","FDR","power"
0.02,0.00460829493087558,1
0.05,0.04,1
0.07,0.0729613733905579,1
0.1,0.114754098360656,1
0.15,0.169230769230769,1
0.2,0.223021582733813,1
0.25,0.257731958762887,1
0.3,0.289473684210526,1
0.35,0.349397590361446,1
0.4,0.428571428571429,1
0.45,0.497674418604651,1
0.5,0.546218487394958,1
0.55,0.597765363128492,1
0.6,0.635135135135135,1
0.65,0.68141592920354,1
0.7,0.765472312703583,1
0.75,0.781376518218624,1
0.8,0.857519788918206,1
0.85,0.857519788918206,1
0.9,0.857519788918206,1
0.95,0.857519788918206,1
1,0.857519788918206,1
