"alpha","FDR","power"
0.02,0.00609756097560976,1
0.05,0.0180722891566265,1
0.07,0.0411764705882353,1
0.1,0.0685714285714286,1
0.15,0.104395604395604,1
0.2,0.142105263157895,1
0.25,0.185,1
0.3,0.252293577981651,1
0.35,0.33739837398374,1
0.4,0.421985815602837,1
0.45,0.454849498327759,1
0.5,0.477564102564103,1
0.55,0.538243626062323,1
0.6,0.572178477690289,1
0.65,0.644880174291939,1
0.7,0.665297741273101,1
0.75,0.7392,1
0.8,0.781793842034806,1
0.85,0.81046511627907,1
0.9,0.885854341736695,1
0.95,0.885854341736695,1
1,0.885854341736695,1
