"alpha","FDR","power"
0.02,0.0138248847926267,1
0.05,0.0316742081447964,1
0.07,0.0446428571428571,1
0.1,0.0854700854700855,1
0.15,0.100840336134454,1
0.2,0.137096774193548,1
0.25,0.144,1
0.3,0.183206106870229,1
0.35,0.216117216117216,1
0.4,0.279461279461279,1
0.45,0.33125,1
0.5,0.405555555555556,1
0.55,0.451282051282051,1
0.6,0.515837104072398,1
0.65,0.605893186003683,1
0.7,0.661392405063291,1
0.75,0.735148514851485,1
0.8,0.811287477954145,1
0.85,0.855697909642616,1
0.9,0.855697909642616,1
0.95,0.855697909642616,1
1,0.855697909642616,1
