"alpha","FDR","power"
0.02,0.00386100386100386,1
0.05,0.0227272727272727,1
0.07,0.0479704797047971,1
0.1,0.0719424460431655,1
0.15,0.110344827586207,1
0.2,0.213414634146341,1
0.25,0.285318559556787,1
0.3,0.304582210242588,1
0.35,0.341836734693878,1
0.4,0.397196261682243,1
0.45,0.446351931330472,1
0.5,0.49112426035503,1
0.55,0.563451776649746,1
0.6,0.626086956521739,1
0.65,0.686512758201701,1
0.7,0.72198275862069,1
0.75,0.77623590633131,1
0.8,0.823166552433173,1
0.85,0.828912466843501,1
0.9,0.828912466843501,1
0.95,0.828912466843501,1
1,0.828912466843501,1
