"alpha","FDR","power"
0.02,0,0
0.05,0,0
0.07,0.105263157894737,0.0790697674418605
0.1,0.0952380952380952,0.0883720930232558
0.15,0.0909090909090909,0.0930232558139535
0.2,0.178571428571429,0.106976744186047
0.25,0.176470588235294,0.130232558139535
0.3,0.2,0.148837209302326
0.35,0.2,0.186046511627907
0.4,0.222222222222222,0.227906976744186
0.45,0.242857142857143,0.246511627906977
0.5,0.298850574712644,0.283720930232558
0.55,0.318681318681319,0.288372093023256
0.6,0.305263157894737,0.306976744186047
0.65,0.494444444444444,0.423255813953488
0.7,0.573913043478261,0.455813953488372
0.75,0.649305555555556,0.469767441860465
0.8,0.742857142857143,0.544186046511628
0.85,0.807044410413476,0.586046511627907
0.9,0.86489252814739,0.613953488372093
0.95,0.878787878787879,0.613953488372093
1,0.903579254930606,0.613953488372093
