"alpha","FDR","power"
0.02,0,0
0.05,0,0.0799031476997579
0.07,0.0294117647058824,0.0799031476997579
0.1,0.0909090909090909,0.121065375302663
0.15,0.150537634408602,0.191283292978208
0.2,0.174311926605505,0.217917675544794
0.25,0.166666666666667,0.254237288135593
0.3,0.185714285714286,0.276029055690073
0.35,0.235955056179775,0.329297820823245
0.4,0.242105263157895,0.348668280871671
0.45,0.257142857142857,0.37772397094431
0.5,0.270742358078603,0.404358353510896
0.55,0.309160305343511,0.438256658595642
0.6,0.433333333333333,0.493946731234867
0.65,0.514348785871965,0.532687651331719
0.7,0.589347079037801,0.578692493946731
0.75,0.6203125,0.588377723970944
0.8,0.652112676056338,0.598062953995157
0.85,0.746492985971944,0.612590799031477
0.9,0.813904494382023,0.641646489104116
0.95,0.813904494382023,0.641646489104116
1,0.813904494382023,0.641646489104116
