"alpha","FDR","power"
0.02,0,0
0.05,0,0
0.07,0,0.062015503875969
0.1,0.142857142857143,0.0697674418604651
0.15,0.217391304347826,0.0697674418604651
0.2,0.269230769230769,0.0736434108527132
0.25,0.269230769230769,0.0736434108527132
0.3,0.303030303030303,0.0891472868217054
0.35,0.368421052631579,0.0930232558139535
0.4,0.309090909090909,0.147286821705426
0.45,0.283582089552239,0.186046511627907
0.5,0.3,0.217054263565891
0.55,0.307692307692308,0.244186046511628
0.6,0.347826086956522,0.290697674418605
0.65,0.407142857142857,0.321705426356589
0.7,0.441558441558442,0.333333333333333
0.75,0.505,0.383720930232558
0.8,0.55793991416309,0.39922480620155
0.85,0.608247422680412,0.441860465116279
0.9,0.771689497716895,0.581395348837209
0.95,0.848747591522158,0.608527131782946
1,0.880058866813834,0.631782945736434
