"FDR","pow"
0,0.0279850746268657
0,0.0335820895522388
0.0833333333333333,0.041044776119403
0.0833333333333333,0.041044776119403
0.181818181818182,0.0503731343283582
0.194444444444444,0.0541044776119403
0.261904761904762,0.0578358208955224
0.304347826086957,0.0597014925373134
0.37037037037037,0.0634328358208955
0.344262295081967,0.0746268656716418
0.394366197183099,0.0802238805970149
0.450549450549451,0.0932835820895522
0.475247524752475,0.0988805970149254
0.492857142857143,0.132462686567164
0.535294117647059,0.147388059701493
0.544943820224719,0.151119402985075
0.641646489104116,0.276119402985075
0.704248366013072,0.337686567164179
0.743991640543365,0.457089552238806
0.768318213538032,0.619402985074627
0.779758115849777,0.645522388059702
0.779758115849777,0.645522388059702
