"alpha","FDR","power"
0.02,0,0
0.05,0,0
0.07,0,0
0.1,0,0.0486725663716814
0.15,0,0.0486725663716814
0.2,0,0.0530973451327434
0.25,0,0.0530973451327434
0.3,0.166666666666667,0.0884955752212389
0.35,0.225806451612903,0.106194690265487
0.4,0.225806451612903,0.106194690265487
0.45,0.214285714285714,0.146017699115044
0.5,0.204545454545455,0.154867256637168
0.55,0.212765957446809,0.163716814159292
0.6,0.233333333333333,0.20353982300885
0.65,0.353982300884956,0.323008849557522
0.7,0.355371900826446,0.345132743362832
0.75,0.402366863905325,0.446902654867257
0.8,0.483333333333333,0.548672566371681
0.85,0.701716738197425,0.615044247787611
0.9,0.800561797752809,0.628318584070796
0.95,0.892424242424242,0.628318584070796
1,0.895741556534508,0.628318584070796
