"alpha","FDR","power"
0.02,0,0
0.05,0,0
0.07,0,0
0.1,0.142857142857143,0.0568720379146919
0.15,0.1875,0.0616113744075829
0.2,0.1875,0.0616113744075829
0.25,0.235294117647059,0.0616113744075829
0.3,0.222222222222222,0.0663507109004739
0.35,0.25,0.0710900473933649
0.4,0.269230769230769,0.0900473933649289
0.45,0.366666666666667,0.0900473933649289
0.5,0.363636363636364,0.0995260663507109
0.55,0.428571428571429,0.151658767772512
0.6,0.493333333333333,0.180094786729858
0.65,0.5,0.18957345971564
0.7,0.6125,0.293838862559242
0.75,0.631868131868132,0.317535545023697
0.8,0.742574257425743,0.492890995260663
0.85,0.759090909090909,0.502369668246445
0.9,0.827536231884058,0.563981042654028
0.95,0.907593123209169,0.611374407582938
1,0.907593123209169,0.611374407582938
