"alpha","FDR","power"
0.02,0,0
0.05,0,0.15034965034965
0.07,0,0.167832167832168
0.1,0,0.227272727272727
0.15,0.0454545454545455,0.293706293706294
0.2,0.0782608695652174,0.370629370629371
0.25,0.107142857142857,0.437062937062937
0.3,0.136645962732919,0.486013986013986
0.35,0.19047619047619,0.534965034965035
0.4,0.194871794871795,0.548951048951049
0.45,0.341085271317829,0.594405594405594
0.5,0.372262773722628,0.601398601398601
0.55,0.446540880503145,0.615384615384615
0.6,0.540051679586563,0.622377622377622
0.65,0.562653562653563,0.622377622377622
0.7,0.593181818181818,0.625874125874126
0.75,0.629399585921325,0.625874125874126
0.8,0.656429942418426,0.625874125874126
0.85,0.757372654155496,0.632867132867133
0.9,0.815841584158416,0.65034965034965
0.95,0.862167982770998,0.671328671328671
1,0.862167982770998,0.671328671328671
