"alpha","FDR","power"
0.02,0,0
0.05,0.0476190476190476,0.0647249190938511
0.07,0.0476190476190476,0.0647249190938511
0.1,0.037037037037037,0.0841423948220065
0.15,0.0344827586206897,0.0906148867313916
0.2,0.121212121212121,0.0938511326860841
0.25,0.121212121212121,0.0938511326860841
0.3,0.162162162162162,0.100323624595469
0.35,0.157894736842105,0.103559870550162
0.4,0.222222222222222,0.113268608414239
0.45,0.258620689655172,0.13915857605178
0.5,0.328571428571429,0.15210355987055
0.55,0.324675324675325,0.168284789644013
0.6,0.320512820512821,0.171521035598705
0.65,0.424242424242424,0.245954692556634
0.7,0.519607843137255,0.317152103559871
0.75,0.653164556962025,0.44336569579288
0.8,0.679372197309417,0.462783171521036
0.85,0.760330578512397,0.563106796116505
0.9,0.808714133900106,0.58252427184466
0.95,0.859208523592085,0.598705501618123
1,0.867288378766141,0.598705501618123
