"FDR","pow"
0,0.0664335664335664
0,0.0699300699300699
0,0.0699300699300699
0,0.0699300699300699
0.133333333333333,0.0909090909090909
0.176470588235294,0.0979020979020979
0.210526315789474,0.104895104895105
0.315789473684211,0.136363636363636
0.380281690140845,0.153846153846154
0.455555555555556,0.171328671328671
0.504854368932039,0.178321678321678
0.545454545454545,0.192307692307692
0.588652482269504,0.202797202797203
0.668449197860963,0.216783216783217
0.671428571428571,0.241258741258741
0.702380952380952,0.262237762237762
0.72,0.293706293706294
0.762019230769231,0.346153846153846
0.793478260869565,0.465034965034965
0.838248436103664,0.632867132867133
0.857731958762887,0.723776223776224
0.865234375,0.723776223776224
