"alpha","FDR","power"
0.02,0,0
0.05,0.0303030303030303,0.0853333333333333
0.07,0.027027027027027,0.096
0.1,0.0263157894736842,0.0986666666666667
0.15,0.07,0.248
0.2,0.122137404580153,0.306666666666667
0.25,0.198863636363636,0.376
0.3,0.240566037735849,0.429333333333333
0.35,0.241228070175439,0.461333333333333
0.4,0.25609756097561,0.488
0.45,0.289473684210526,0.504
0.5,0.390769230769231,0.528
0.55,0.467005076142132,0.56
0.6,0.533613445378151,0.592
0.65,0.566731141199226,0.597333333333333
0.7,0.601045296167247,0.610666666666667
0.75,0.66571018651363,0.621333333333333
0.8,0.780442804428044,0.634666666666667
0.85,0.80146460537022,0.650666666666667
0.9,0.828451882845188,0.656
0.95,0.828451882845188,0.656
1,0.828451882845188,0.656
