"alpha","FDR","power"
0.02,0.00958466453674121,1
0.05,0.0519877675840979,1
0.07,0.0606060606060606,1
0.1,0.116809116809117,1
0.15,0.153005464480874,1
0.2,0.203084832904884,1
0.25,0.240196078431373,1
0.3,0.301801801801802,1
0.35,0.347368421052632,1
0.4,0.415094339622642,1
0.45,0.46551724137931,1
0.5,0.523809523809524,1
0.55,0.582772543741588,1
0.6,0.65324384787472,1
0.65,0.693069306930693,1
0.7,0.715857011915674,1
0.75,0.77037037037037,1
0.8,0.799092676604018,1
0.85,0.799092676604018,1
0.9,0.799092676604018,1
0.95,0.799092676604018,1
1,0.799092676604018,1
