"alpha","FDR","power"
0.02,0.0357852882703777,1
0.05,0.056420233463035,1
0.07,0.0744274809160305,1
0.1,0.110091743119266,1
0.15,0.147627416520211,1
0.2,0.217741935483871,1
0.25,0.254992319508449,1
0.3,0.326388888888889,1
0.35,0.361842105263158,1
0.4,0.41566265060241,1
0.45,0.480171489817792,1
0.5,0.522637795275591,1
0.55,0.578260869565217,1
0.6,0.634789156626506,1
0.65,0.672297297297297,1
0.7,0.700801974090068,1
0.75,0.700801974090068,1
0.8,0.700801974090068,1
0.85,0.700801974090068,1
0.9,0.700801974090068,1
0.95,0.700801974090068,1
1,0.700801974090068,1
