"alpha","FDR","power"
0.02,0.0203045685279188,1
0.05,0.0676328502415459,1
0.07,0.0938967136150235,1
0.1,0.122727272727273,1
0.15,0.160869565217391,1
0.2,0.202479338842975,1
0.25,0.234126984126984,1
0.3,0.249027237354086,1
0.35,0.303249097472924,1
0.4,0.358803986710963,1
0.45,0.409785932721713,1
0.5,0.46978021978022,1
0.55,0.519900497512438,1
0.6,0.567264573991031,1
0.65,0.611670020120724,1
0.7,0.668953687821612,1
0.75,0.739189189189189,1
0.8,0.768028846153846,1
0.85,0.851538461538462,1
0.9,0.866896551724138,1
0.95,0.866896551724138,1
1,0.866896551724138,1
