"alpha","FDR","power"
0.02,0.0484581497797357,1
0.05,0.0808510638297872,1
0.07,0.1,1
0.1,0.129032258064516,1
0.15,0.175572519083969,1
0.2,0.225806451612903,1
0.25,0.277591973244147,1
0.3,0.316455696202532,1
0.35,0.343465045592705,1
0.4,0.398328690807799,1
0.45,0.46,1
0.5,0.490566037735849,1
0.55,0.52317880794702,1
0.6,0.5893536121673,1
0.65,0.658227848101266,1
0.7,0.6991643454039,1
0.75,0.742857142857143,1
0.8,0.797183098591549,1
0.85,0.822368421052632,1
0.9,0.851546391752577,1
0.95,0.851546391752577,1
1,0.851546391752577,1
