"alpha","FDR","power"
0.02,0.0282776349614396,1
0.05,0.0620347394540943,1
0.07,0.0735294117647059,1
0.1,0.0956937799043062,1
0.15,0.178260869565217,1
0.2,0.230142566191446,1
0.25,0.285444234404537,1
0.3,0.333333333333333,1
0.35,0.382352941176471,1
0.4,0.412130637636081,1
0.45,0.452966714905933,1
0.5,0.49800796812749,1
0.55,0.554770318021201,1
0.6,0.580931263858093,1
0.65,0.619718309859155,1
0.7,0.670444638186574,1
0.75,0.702830188679245,1
0.8,0.748837209302326,1
0.85,0.75,1
0.9,0.75,1
0.95,0.75,1
1,0.75,1
