"alpha","FDR","power"
0.02,0.015748031496063,1
0.05,0.0601503759398496,1
0.07,0.0706319702602231,1
0.1,0.113475177304965,1
0.15,0.172185430463576,1
0.2,0.203821656050955,1
0.25,0.269005847953216,1
0.3,0.289772727272727,1
0.35,0.313186813186813,1
0.4,0.390243902439024,1
0.45,0.429223744292237,1
0.5,0.4824016563147,1
0.55,0.562171628721541,1
0.6,0.618320610687023,1
0.65,0.674902470741222,1
0.7,0.711649365628604,1
0.75,0.759846301633045,1
0.8,0.836173001310616,1
0.85,0.836173001310616,1
0.9,0.836173001310616,1
0.95,0.836173001310616,1
1,0.836173001310616,1
