"alpha","FDR","power"
0.02,0.038961038961039,1
0.05,0.0778816199376947,1
0.07,0.0864197530864197,1
0.1,0.111111111111111,1
0.15,0.159090909090909,1
0.2,0.2,1
0.25,0.246819338422392,1
0.3,0.296912114014252,1
0.35,0.331828442437923,1
0.4,0.392197125256673,1
0.45,0.429672447013488,1
0.5,0.47887323943662,1
0.55,0.525641025641026,1
0.6,0.571635311143271,1
0.65,0.645508982035928,1
0.7,0.712342079689018,1
0.75,0.77910447761194,1
0.8,0.807291666666667,1
0.85,0.807291666666667,1
0.9,0.807291666666667,1
0.95,0.807291666666667,1
1,0.807291666666667,1
