"alpha","FDR","power"
0.02,0.0130718954248366,0.505016722408027
0.05,0.0331491712707182,0.585284280936455
0.07,0.0512820512820513,0.618729096989967
0.1,0.0758293838862559,0.652173913043478
0.15,0.132780082987552,0.698996655518395
0.2,0.202797202797203,0.762541806020067
0.25,0.213815789473684,0.79933110367893
0.3,0.255384615384615,0.809364548494983
0.35,0.298850574712644,0.816053511705686
0.4,0.343007915567282,0.832775919732441
0.45,0.390776699029126,0.839464882943144
0.5,0.444690265486726,0.839464882943144
0.55,0.520833333333333,0.846153846153846
0.6,0.583468395461912,0.859531772575251
0.65,0.617777777777778,0.862876254180602
0.7,0.675,0.869565217391304
0.75,0.706546275395034,0.869565217391304
0.8,0.738430583501006,0.869565217391304
0.85,0.770925110132159,0.869565217391304
0.9,0.819067501739736,0.869565217391304
0.95,0.819067501739736,0.869565217391304
1,0.819067501739736,0.869565217391304
