"alpha","FDR","power"
0.02,0,0.67741935483871
0.05,0.0338983050847458,0.735483870967742
0.07,0.0378151260504202,0.738709677419355
0.1,0.0864661654135338,0.783870967741935
0.15,0.13013698630137,0.819354838709677
0.2,0.2,0.851612903225806
0.25,0.253443526170799,0.874193548387097
0.3,0.305,0.896774193548387
0.35,0.348130841121495,0.9
0.4,0.427125506072874,0.912903225806452
0.45,0.482632541133455,0.912903225806452
0.5,0.526755852842809,0.912903225806452
0.55,0.557120500782473,0.912903225806452
0.6,0.640960809102402,0.916129032258065
0.65,0.67909604519774,0.916129032258065
0.7,0.715852442671984,0.919354838709677
0.75,0.767536704730832,0.919354838709677
0.8,0.812129202373105,0.919354838709677
0.85,0.812129202373105,0.919354838709677
0.9,0.812129202373105,0.919354838709677
0.95,0.812129202373105,0.919354838709677
1,0.812129202373105,0.919354838709677
