"alpha","FDR","power"
0.02,0,0.455621301775148
0.05,0.0344827586206897,0.662721893491124
0.07,0.0420168067226891,0.674556213017751
0.1,0.0647482014388489,0.769230769230769
0.15,0.118421052631579,0.792899408284024
0.2,0.202247191011236,0.840236686390533
0.25,0.242268041237113,0.869822485207101
0.3,0.293023255813953,0.899408284023669
0.35,0.3125,0.911242603550296
0.4,0.376470588235294,0.940828402366864
0.45,0.388461538461538,0.940828402366864
0.5,0.498432601880878,0.946745562130177
0.55,0.552777777777778,0.952662721893491
0.6,0.582901554404145,0.952662721893491
0.65,0.616666666666667,0.952662721893491
0.7,0.652267818574514,0.952662721893491
0.75,0.675403225806452,0.952662721893491
0.8,0.730318257956449,0.952662721893491
0.85,0.832116788321168,0.952662721893491
0.9,0.887096774193548,0.952662721893491
0.95,0.887096774193548,0.952662721893491
1,0.887096774193548,0.952662721893491
