"FDR","pow"
0.037037037037037,0.418006430868167
0.0649350649350649,0.463022508038585
0.0963855421686747,0.482315112540193
0.129213483146067,0.498392282958199
0.17910447761194,0.530546623794212
0.246861924686192,0.578778135048232
0.282527881040892,0.620578778135048
0.324414715719064,0.64951768488746
0.368421052631579,0.655948553054662
0.430769230769231,0.713826366559486
0.447115384615385,0.739549839228296
0.498929336188437,0.752411575562701
0.559502664298401,0.797427652733119
0.605222734254992,0.826366559485531
0.658376963350785,0.839228295819936
0.682726204465335,0.868167202572347
0.739366515837104,0.92604501607717
0.7703125,0.945337620578778
0.797938144329897,0.945337620578778
0.818518518518519,0.945337620578778
0.818518518518519,0.945337620578778
0.818518518518519,0.945337620578778
