"FDR","pow"
0.0297029702970297,0.305295950155763
0.0508474576271186,0.348909657320872
0.056,0.367601246105919
0.0802919708029197,0.392523364485981
0.125,0.43613707165109
0.153409090909091,0.46417445482866
0.218446601941748,0.501557632398754
0.240909090909091,0.520249221183801
0.294605809128631,0.529595015576324
0.359154929577465,0.566978193146417
0.404320987654321,0.601246105919003
0.480916030534351,0.635514018691589
0.531868131868132,0.663551401869159
0.589318600368324,0.694704049844237
0.616161616161616,0.710280373831776
0.669014084507042,0.73208722741433
0.716400911161731,0.775700934579439
0.753006475485661,0.831775700934579
0.807436918990704,0.903426791277259
0.820958083832335,0.931464174454829
0.820958083832335,0.931464174454829
0.820958083832335,0.931464174454829
