"alpha","FDR","power"
0.02,0.0120845921450151,0.92112676056338
0.05,0.0498614958448753,0.966197183098592
0.07,0.0621621621621622,0.977464788732394
0.1,0.0785340314136126,0.991549295774648
0.15,0.161904761904762,0.991549295774648
0.2,0.203619909502262,0.991549295774648
0.25,0.278688524590164,0.991549295774648
0.3,0.325670498084291,0.991549295774648
0.35,0.36231884057971,0.991549295774648
0.4,0.412353923205342,0.991549295774648
0.45,0.48159057437408,0.991549295774648
0.5,0.546975546975547,0.991549295774648
0.55,0.560549313358302,0.991549295774648
0.6,0.614457831325301,0.991549295774648
0.65,0.678832116788321,0.991549295774648
0.7,0.711711711711712,0.991549295774648
0.75,0.776791376030438,0.991549295774648
0.8,0.776791376030438,0.991549295774648
0.85,0.776791376030438,0.991549295774648
0.9,0.776791376030438,0.991549295774648
0.95,0.776791376030438,0.991549295774648
1,0.776791376030438,0.991549295774648
