"alpha","FDR","power"
0.02,0.0186335403726708,0.724770642201835
0.05,0.0461538461538462,0.853211009174312
0.07,0.058252427184466,0.889908256880734
0.1,0.0900900900900901,0.926605504587156
0.15,0.111111111111111,0.954128440366973
0.2,0.176470588235294,0.963302752293578
0.25,0.257042253521127,0.967889908256881
0.3,0.312903225806452,0.977064220183486
0.35,0.386167146974063,0.977064220183486
0.4,0.463476070528967,0.977064220183486
0.45,0.533916849015317,0.977064220183486
0.5,0.567951318458418,0.977064220183486
0.55,0.607011070110701,0.977064220183486
0.6,0.616906474820144,0.977064220183486
0.65,0.666666666666667,0.977064220183486
0.7,0.684444444444444,0.977064220183486
0.75,0.751168224299065,0.977064220183486
0.8,0.793804453049371,0.977064220183486
0.85,0.82864038616251,0.977064220183486
0.9,0.854904632152589,0.977064220183486
0.95,0.854904632152589,0.977064220183486
1,0.854904632152589,0.977064220183486
