"alpha","FDR","power"
0.02,0.0392156862745098,0.807692307692308
0.05,0.0734463276836158,0.901098901098901
0.07,0.0828729281767956,0.912087912087912
0.1,0.139175257731959,0.917582417582418
0.15,0.188405797101449,0.923076923076923
0.2,0.2018779342723,0.934065934065934
0.25,0.234513274336283,0.950549450549451
0.3,0.3,0.961538461538462
0.35,0.325670498084291,0.967032967032967
0.4,0.407284768211921,0.983516483516483
0.45,0.439252336448598,0.989010989010989
0.5,0.479768786127168,0.989010989010989
0.55,0.518716577540107,0.989010989010989
0.6,0.582366589327146,0.989010989010989
0.65,0.639278557114228,0.989010989010989
0.7,0.664804469273743,0.989010989010989
0.75,0.693877551020408,0.989010989010989
0.8,0.736842105263158,0.989010989010989
0.85,0.801324503311258,0.989010989010989
0.9,0.833487511563367,0.989010989010989
0.95,0.86646884272997,0.989010989010989
1,0.870967741935484,0.989010989010989
