"alpha","FDR","power"
0.02,0.0165289256198347,0.866504854368932
0.05,0.0849056603773585,0.941747572815534
0.07,0.0977272727272727,0.963592233009709
0.1,0.12987012987013,0.975728155339806
0.15,0.168724279835391,0.980582524271845
0.2,0.220729366602687,0.985436893203884
0.25,0.265822784810127,0.985436893203884
0.3,0.332236842105263,0.985436893203884
0.35,0.386123680241327,0.987864077669903
0.4,0.416905444126074,0.987864077669903
0.45,0.460927152317881,0.987864077669903
0.5,0.497530864197531,0.987864077669903
0.55,0.55952380952381,0.987864077669903
0.6,0.629663330300273,0.987864077669903
0.65,0.668296658516707,0.987864077669903
0.7,0.717753120665742,0.987864077669903
0.75,0.742405063291139,0.987864077669903
0.8,0.742405063291139,0.987864077669903
0.85,0.742405063291139,0.987864077669903
0.9,0.742405063291139,0.987864077669903
0.95,0.742405063291139,0.987864077669903
1,0.742405063291139,0.987864077669903
