"alpha","FDR","power"
0.02,0.0297872340425532,0.829090909090909
0.05,0.052434456928839,0.92
0.07,0.0522388059701493,0.923636363636364
0.1,0.0918727915194346,0.934545454545455
0.15,0.108843537414966,0.952727272727273
0.2,0.150159744408946,0.967272727272727
0.25,0.157728706624606,0.970909090909091
0.3,0.219298245614035,0.970909090909091
0.35,0.3325,0.970909090909091
0.4,0.365795724465558,0.970909090909091
0.45,0.449484536082474,0.970909090909091
0.5,0.472332015810277,0.970909090909091
0.55,0.50828729281768,0.970909090909091
0.6,0.543589743589744,0.970909090909091
0.65,0.585403726708075,0.970909090909091
0.7,0.647291941875826,0.970909090909091
0.75,0.72782874617737,0.970909090909091
0.8,0.753234750462107,0.970909090909091
0.85,0.818243703199455,0.970909090909091
0.9,0.818860244233379,0.970909090909091
0.95,0.818860244233379,0.970909090909091
1,0.818860244233379,0.970909090909091
