"FDR","pow"
0.00680272108843537,0.675925925925926
0.0658682634730539,0.722222222222222
0.101123595505618,0.740740740740741
0.147208121827411,0.777777777777778
0.230088495575221,0.805555555555556
0.284,0.828703703703704
0.312267657992565,0.856481481481482
0.352941176470588,0.865740740740741
0.411585365853659,0.893518518518518
0.484126984126984,0.902777777777778
0.520581113801453,0.916666666666667
0.617590822179732,0.925925925925926
0.68075117370892,0.944444444444444
0.720327421555252,0.949074074074074
0.7422934648582,0.967592592592593
0.766334440753045,0.976851851851852
0.803720930232558,0.976851851851852
0.84648493543759,0.990740740740741
0.869300911854103,0.99537037037037
0.869300911854103,0.99537037037037
0.869300911854103,0.99537037037037
0.869300911854103,0.99537037037037
