"alpha","FDR","power"
0.02,0.00367647058823529,0.826219512195122
0.05,0.029126213592233,0.914634146341463
0.07,0.0462962962962963,0.942073170731707
0.1,0.0971428571428571,0.963414634146341
0.15,0.156498673740053,0.969512195121951
0.2,0.195979899497487,0.975609756097561
0.25,0.252336448598131,0.975609756097561
0.3,0.285077951002227,0.978658536585366
0.35,0.331262939958592,0.984756097560976
0.4,0.376447876447876,0.984756097560976
0.45,0.438260869565217,0.984756097560976
0.5,0.497667185069984,0.984756097560976
0.55,0.545710267229255,0.984756097560976
0.6,0.58695652173913,0.984756097560976
0.65,0.662486938349007,0.984756097560976
0.7,0.700371057513915,0.984756097560976
0.75,0.750579150579151,0.984756097560976
0.8,0.781756756756757,0.984756097560976
0.85,0.785666887856669,0.984756097560976
0.9,0.785666887856669,0.984756097560976
0.95,0.785666887856669,0.984756097560976
1,0.785666887856669,0.984756097560976
