"FDR","pow"
0.012,0.726470588235294
0.0293040293040293,0.779411764705882
0.0530035335689046,0.788235294117647
0.0825082508250825,0.817647058823529
0.110091743119266,0.855882352941176
0.15819209039548,0.876470588235294
0.205263157894737,0.888235294117647
0.265402843601896,0.911764705882353
0.323913043478261,0.914705882352941
0.371031746031746,0.932352941176471
0.402621722846442,0.938235294117647
0.449225473321859,0.941176470588235
0.484848484848485,0.95
0.519882179675994,0.958823529411765
0.563660477453581,0.967647058823529
0.615740740740741,0.976470588235294
0.674757281553398,0.985294117647059
0.716821639898563,0.985294117647059
0.746212121212121,0.985294117647059
0.780615586116568,0.985294117647059
0.794730392156863,0.985294117647059
0.794730392156863,0.985294117647059
