lfdr,p_values
,0.27132632337906215
0.9999999980730554,0.2725748674129155
,0.272702202750579
0.4439132961290708,0.27270645213340194
0.9996645544794627,0.27299180192206185
,0.2731644538712025
0.999998889091676,0.2746266096631169
0.9997990397523115,0.2747571067290717
,0.27485792981942203
0.9999999999997533,0.27486598297278364
,0.2750635925863767
0.999996591006998,0.27609561701315033
,0.2761051435820887
,0.2765864107622411
0.5382549135966326,0.276722294264684
,0.2767800044245373
0.9469342844412951,0.2769121261398384
0.9999890831276712,0.27692905847345073
0.9999925830652129,0.27698151704054064
0.9999993426868388,0.2770042723516052
,0.2771198198245368
,0.27715300039104596
0.9999999999999991,0.27724784272483827
,0.27775657960119016
0.3346946803513493,0.27850659207304995
,0.2785585955146793
0.999669826307373,0.27862012601142905
,0.2792670589156754
,0.28040658325899415
,0.2806215688557211
0.9999999999999999,0.280624606064395
0.9999987217941804,0.28090006421130687
,0.2809136645043834
0.7373157117822148,0.28113602685811623
,0.2817375326678181
0.9348924190103662,0.2819638629752246
0.8368059623458443,0.28199977617321204
0.9971619827710795,0.2823844734287203
0.5438631281862505,0.2827358723067931
0.9999999994333476,0.2828041427340009
0.9999999999969931,0.2841677604863253
0.9999613706102214,0.28424611241303954
,0.2842634337801764
0.9480537271881194,0.28472492318505616
0.5459561870021232,0.28499737800325986
,0.28534920280463905
,0.28568210142351436
,0.2860692881284588
0.9999999999999954,0.2864486460321275
,0.28653097299493413
0.9999999865607818,0.2868099623863398
,0.2875431504295498
,0.28836856408734224
,0.288632230098243
0.9999999999969699,0.28912339925323916
,0.28934417281210645
,0.2895575920016452
,0.2902080575011714
,0.29081826653986775
,0.29121099494326463
0.9999910122074486,0.29131933311292735
0.9990496562408864,0.2916209288939302
0.7760459466819345,0.29176035974686065
0.9999999969360406,0.2919305759769424
0.999959983672386,0.2920925376830189
0.8755672277824238,0.2925119694486906
,0.29255535272365363
,0.2931756424578371
0.9723789748857316,0.2933195051229781
,0.2941017438947875
,0.29423643130625754
,0.29483774293242304
,0.29492710749691486
0.4920752825743878,0.2952600708436065
,0.2964581758424343
0.9999999999989262,0.2970377777764861
0.9999999999839282,0.29724526771722826
,0.29749297061543944
,0.2982147200603378
0.9727485979538298,0.29824168889852776
,0.298418922369874
,0.29917297345383975
,0.29922912431806015
,0.2993034457715418
0.5995130523781376,0.30016704173291475
,0.3010793588959527
,0.30141091674229925
0.7761197774686868,0.30239591607215155
,0.3025636084861347
,0.302819515169953
,0.30321149005684545
,0.30328112958709774
0.9907925370944802,0.303294428451946
,0.3033930147614694
,0.303594753113804
0.6200054272404444,0.3042972047260626
,0.30489877691721057
,0.3058852776080312
,0.30627763384036455
,0.3068262718453767
0.9999993973134333,0.3081904230446696
0.999999675826323,0.3082135183165581
0.9999617514833268,0.3084130488967589
0.97596860823935,0.3088593952466977
,0.30935835487396246
,0.3108872540070131
0.9999999969086256,0.31184014355015377
,0.31198026745448426
,0.31216780753931195
,0.3121715619869817
,0.3126961094566483
,0.31318567202179115
,0.3133755847606805
0.9589473657810142,0.31389049314105455
,0.31455312322133167
,0.31458406996777344
0.9590533931810284,0.31485123032935625
,0.3154081395789512
,0.31585533185478754
,0.31594582090292644
,0.316179205888121
,0.3162164884348664
0.909264762374951,0.3173787192288181
,0.3178160813429525
,0.31795783516829956
,0.3179890683539731
,0.3180010614054356
,0.3182225782054239
,0.3182507374945206
,0.31831134092466107
,0.31863665194242596
,0.31882561446018887
,0.3212534708306183
0.9999999988350544,0.32184825031725817
,0.3222965945924696
,0.32303342245462596
0.9562733534907565,0.32313006121301446
,0.3243530334880168
0.999999999999163,0.32461618758169497
0.9999988681676828,0.324863454553737
,0.324867918449554
,0.3252266488006551
,0.32528590468301655
,0.3257777002332274
,0.3260345555368296
0.9999999999925534,0.3261374126249649
0.9538041499932675,0.32830143140253965
,0.32894683038336003
,0.32913366692472446
0.9999999999999993,0.3294532225765482
,0.3307979647742777
,0.3309560843450847
0.9991476178773719,0.33113784701304205
,0.33198164769616323
,0.33218644933665664
,0.33222687467008805
,0.3325970458749786
,0.3329668121367365
,0.33330430879194406
,0.3341211041825821
0.9997172694698864,0.33478867985337935
0.9999644350321234,0.33494713525603625
,0.33514988404573764
0.9999665719583533,0.33670874128153927
,0.33671797516979984
,0.33692408424114606
,0.33693201488645685
,0.33729964129960655
,0.337595116438855
0.9991627038287344,0.33768171202790775
0.9999999999999983,0.3377935278347919
,0.3382069781029574
,0.33834253255993874
,0.3389352884899336
,0.34041972431395395
0.9999997034369499,0.34071196235193124
0.9999999998126662,0.3413868108055452
,0.3414786613786559
0.9997224161632304,0.34152524759801306
0.5358702326052087,0.3419036898047213
,0.3419206859902849
,0.3420583827994482
,0.34242691871293196
0.9999999741005803,0.34281933674146525
0.9999999999969073,0.3434338750161512
0.9153658619673242,0.34404900079848333
,0.3441109301879193
,0.34417007631347385
0.9999999999999983,0.3448360107593489
0.9999999999999993,0.34516781976346755
,0.34549977272544596
,0.34550454615124715
,0.3456561701270705
0.9999052893047491,0.34567217428658736
,0.3457146121030473
,0.3457446382722903
,0.34853365408453474
,0.34858695847760546
,0.34871585979269293
0.9999999999999999,0.3488130147022801
,0.34907017740125246
,0.3491538263501328
0.9997288231484002,0.3501010920740626
,0.35028582924078633
0.9965962013742067,0.3503525769891982
0.976344450923104,0.35053929779726034
,0.35075302128432706
,0.3514518201683259
0.8064400954155405,0.3516313200841098
0.9999999969555194,0.3516348491933523
,0.35218450525567857
,0.3527065434690019
0.999999988788929,0.35279472036726234
0.9999999994187411,0.35341854162241804
,0.35357062435640974
0.9999999999999961,0.35526123164144285
0.9999999999999963,0.35563811332983575
,0.3557456109809989
0.7167683875386618,0.3558955494558108
0.5240525407871859,0.35625535511505757
,0.3565796666682959
,0.356901577491163
,0.3572904304129355
,0.35749976571794084
,0.3591758561726386
,0.35919121740302284
,0.3606527386402113
,0.36065275458502244
,0.36076915641477403
,0.36122637418174164
0.9999999999999963,0.3612701726867148
,0.3613807156782368
0.612216495747325,0.3614275449096904
,0.36161664122119286
,0.3617172243933331
,0.3623457798723396
0.9999999999932644,0.36296726254212064
,0.3629828017039082
0.7619061175559995,0.36380697176509313
,0.363963108266544
,0.3640010849790911
,0.3641984750448011
,0.3645816988711884
,0.36466266135607883
0.9963955754708785,0.36468290138568327
,0.3649597252038608
,0.3654044914401845
,0.3659831276463644
,0.36617233910034874
,0.36655448780188393
,0.36694263641400837
,0.36742861932760373
,0.36774492630961086
,0.3677858638702134
,0.3688961954570751
,0.36894109696251576
0.8495157422157319,0.3690406008090109
0.9939304360875839,0.36932447898793264
0.9999927454994351,0.36954372657541434
0.9593313125175732,0.36974181235801895
,0.37024807558297657
,0.3702846532322076
,0.3705106553018004
0.9999999759948274,0.37074045464615724
,0.3709944735316708
0.9998460371781563,0.37167970368842307
0.9964643650752019,0.3717842333279736
,0.3718420598038905
0.6855067651989333,0.3724517508511086
0.9977850048531299,0.37284642958215763
,0.37293344472626033
,0.37345911495262074
,0.3734903783616468
,0.3737145569574065
,0.3743901863016704
,0.3743917404212799
,0.3749204452607069
,0.3757542757183472
,0.3760270587012422
0.7911504054147678,0.3770130433244504
0.9999974246122867,0.3782144342203141
,0.37943916566955327
,0.379619529388614
,0.3800596916073893
,0.3805482211073121
,0.381142791807071
,0.38153046646393407
,0.3820255799601844
,0.3821669081342409
0.9999999999972193,0.38254303817562607
0.6925965302150449,0.3826115402123472
,0.3841389304680576
0.9999999999986806,0.3856127028086317
,0.3856419701513749
,0.3858454685671029
0.8221215299226738,0.38612060985591046
0.999999184185132,0.3871069149463424
0.9997547869684589,0.38711500123981213
,0.3876339305475135
,0.38814960628078565
,0.3881754088764463
,0.3885908163599623
,0.38875870047501293
0.9510352180884335,0.38904747748953605
,0.38930597299289726
,0.3893757450127071
,0.3895045949698759
,0.39001603675697116
,0.3900505997662256
,0.3907647816587797
,0.3912817031808197
0.9999999999972862,0.3914917127068631
,0.3923053468857942
,0.39247578494344904
0.9999999568379728,0.39287158087292473
0.9999999999999993,0.39323155390801234
,0.39333771897953473
,0.3935431242528308
0.9999999999999967,0.3937392920748113
0.923194254964031,0.393974613203502
0.8210089513132645,0.39428420056955904
,0.3958708331740254
,0.3961900130067597
,0.39648137987580556
,0.3975223246735441
0.8224385302546343,0.39753450410381264
,0.3982485864331149
,0.39859794159721695
,0.3990161967572785
0.9999999999999993,0.39929919912053047
0.9999999999999967,0.4000140403467397
,0.40010246959805384
,0.4002689450744856
,0.40044735493002204
0.8794296111532676,0.40137337753085645
,0.4013988433043193
,0.40183136960998145
,0.4024432711685574
,0.4029015492300758
,0.40296910803973685
,0.40307421943369304
,0.403853613242963
0.999900729158728,0.4038632366073124
,0.4046098912700056
0.7940774187436945,0.4047754207955391
,0.4049705462283222
,0.40520617165759754
0.999999998661447,0.40537779661580553
,0.40544086110176913
,0.40555688110485066
,0.4057207167790736
,0.40580384571916317
,0.4060708693544137
0.9999999782712777,0.4073200503636626
0.697210605822308,0.40752312926425416
0.9627317028755709,0.40884243130675835
,0.408922531049018
,0.40892369046979127
,0.4089840489397508
0.9535865708144536,0.4091493751021994
,0.40957153820454695
,0.41026381553085167
0.9999999999978713,0.41033489809956014
0.9999999999992135,0.4110520563003711
,0.4116881847535764
0.9999999990883277,0.41180711272090587
,0.4118891499060453
,0.41202320693989014
,0.4120816299122806
,0.4121495793392941
0.9999999999984948,0.4130948774164144
,0.4132687900421069
,0.4134590311441463
,0.4135736517341221
,0.41435574902382033
0.9999729569897694,0.41452804590872905
0.9999999974373244,0.414882632574577
,0.4150086798517326
,0.41551271418708957
0.9999999948767795,0.4156550122949907
,0.4164274467811204
,0.41653464734303713
0.9999731112159316,0.4166151287918127
,0.4170750225354535
,0.41718723023537585
,0.4174629913965944
0.9999925910373159,0.41836221796967477
0.9642929575715081,0.4183951044913914
,0.4187790751259831
,0.4194756635680664
0.9662142472551826,0.41962241517568266
,0.4198182250149387
,0.41986168807517144
,0.4201644031039129
,0.42172570411474175
,0.4220103416614236
,0.4224108432212095
0.9999999999942846,0.4231928262338057
,0.4232319152203715
,0.4244098096492114
,0.42454157644317125
,0.42466029539203964
,0.4247623402121907
0.9938867703491221,0.4251441039876608
,0.4262997434105389
,0.4265058285524902
0.5618449818605976,0.42716982098634293
0.7495042646884102,0.4280900852795181
0.8902601064079285,0.42819504557128796
,0.42821223383974394
,0.42856910075318244
,0.4289804938937005
0.9972549915740184,0.42932441930523435
0.8512962960605795,0.4293902580993614
,0.42948746617294065
,0.42952984710012143
0.9999999999988316,0.4300485915241373
,0.4302146725542325
0.9999999996217472,0.4303827351705828
,0.43055088336627667
,0.43078243980145636
,0.43086027842094965
0.9999999611219731,0.4310452185154029
,0.43105400431455754
,0.43134297748375905
,0.4314333916880736
0.7516144607113534,0.4316461750802135
,0.4322434299385046
,0.43228851668644497
,0.43284017004811837
0.7523505655902701,0.43289122678893177
,0.43313799443896295
,0.4335512141878448
,0.43387491884638707
,0.4341480537214719
0.9652037616751621,0.4342940732884172
,0.43435040197740904
,0.43440156766991644
,0.4346229097161758
0.8187014506683915,0.434770104414704
,0.43566118226370876
0.9981362145158935,0.43604530348196247
,0.4360495690702304
,0.43605727802364735
0.9999999616674803,0.43616511932286617
0.9999260712367289,0.43641222355492637
,0.4364546861223111
,0.4368331552554622
,0.4373930652425513
,0.4375499965005847
,0.43770198020341344
,0.4383935094124415
,0.4386257558429518
0.9999999999979894,0.43893941622488164
,0.4392380976981036
,0.4393377624909368
,0.4399338274824195
,0.4401453736978914
0.9854478013440674,0.4409154576559441
,0.44114375239706893
0.9970804202797762,0.4418489197628206
0.9997895908657924,0.44294049813668857
,0.44331039856273535
,0.44355084523331034
,0.44397976349575996
,0.4440345470782542
0.8463006833218101,0.4445126247041251
0.8424654044665483,0.44532973925693464
0.9999999979905307,0.4459730578711981
0.709429768896804,0.44599080966366245
0.9999999978656609,0.44730298317529027
,0.44735428923509857
,0.4484045639329769
,0.448748294710109
0.9835491297708,0.4488032311386282
,0.4498097436476671
0.9997942873653153,0.4510659604977061
,0.4517233633181613
,0.45253726523833426
,0.45280822999969295
,0.45288966997906865
0.9999999915100052,0.4543018388508663
,0.45438021530489914
0.9999997827600712,0.45442472565822034
,0.4551914159171937
0.8378524523833831,0.4552132568469568
,0.4554196114207909
,0.4555508368664045
0.9999999999999969,0.45580314530202237
,0.45591806862268736
,0.4562908763660277
,0.45687821195679545
,0.45710692715262247
,0.45718223879271336
,0.45755526499274124
,0.45770641135281753
,0.4584417485671878
,0.4593555342034734
,0.46092120257929625
0.9999999963584101,0.4610860798532799
0.9999999642432211,0.46117363163245373
,0.46123830789291165
,0.46151047252497535
0.9862709800108426,0.4619690750021773
,0.46331756162046533
0.9999999955142012,0.4636278973635163
0.9982742495961506,0.46371546138767794
,0.464252019794823
,0.4658421097947666
0.7104717667304958,0.4658698678216767
,0.46588007979869384
0.9999999998671754,0.46672349914274036
0.9941112740787781,0.46684645337268815
0.9999935252592024,0.46695214948361874
,0.46707220153366735
,0.4673881626370905
0.9864776662331471,0.46740847604244906
,0.4679145214412078
0.9728984599988242,0.46791497054631825
,0.4680307223632406
0.6431918904117107,0.4680476131583413
,0.46809162393350967
,0.46861421460160513
,0.4690200366876115
,0.4690414233910626
,0.4692423546448665
,0.46931382120103116
,0.4697552352077853
0.7014567365708209,0.4698206376966917
,0.46982244478828095
,0.4703058940412026
,0.47065192433578995
,0.4707665214587813
0.999999998580485,0.47100935470101435
0.9607959294921883,0.47140180783592733
,0.4714051278961148
0.9998830477466355,0.4715203627328225
,0.47192791091007935
0.5442764750206409,0.4726806472483941
,0.4732498600982643
,0.47341043818201234
0.9999999999987277,0.47367029874930977
,0.47396419511001764
,0.47452170835096463
,0.4748035437136061
0.999999995654693,0.4749248425193727
,0.47509041010381037
0.9999999999982225,0.4753159556651646
,0.47592953892852574
0.9999999956734333,0.4764524077028044
0.9999999999993443,0.4765149933782412
,0.47683315969429607
,0.4770994080004938
,0.4771846004329664
0.9999999986135011,0.4793298142808813
,0.4794095119555999
,0.4797202706076533
0.9998103805551286,0.4800560065933942
0.9389885777389432,0.4801069291801513
,0.4814925178625957
0.9999999999951441,0.4816190036360002
,0.4819218500226262
0.7803163224714902,0.4819668176964248
,0.48222788483619317
0.9999994214826881,0.4823346272428023
,0.48250157751959366
,0.4825336698430237
,0.48293997670529587
0.9999999996734992,0.4830034676530073
0.971641441252132,0.48341671780311035
0.9999999989227537,0.4835171674958456
,0.4835291135950942
,0.48411433623156885
0.9999207622983423,0.4849539596788255
0.9999999999999989,0.48495456204044685
,0.4850152725665774
0.9999999999999971,0.4850219885266145
,0.48524183264297427
,0.485576236841175
0.9999999999999973,0.4856335566010117
0.6701567387508109,0.48613733372422574
,0.48625640752956756
,0.4867497634552932
,0.48718279373259854
,0.4878684336473136
0.7836973268821441,0.48813731663456283
,0.4885250680944171
,0.4890818507719844
0.9873017908936349,0.48972950430111806
0.7333524560229767,0.4899380658104123
0.9999999999994693,0.4899818951868997
0.9999999999998639,0.4900566284052198
,0.49028362990541696
,0.4913085568895662
,0.4927261187279024
,0.4940482006311677
,0.49414793329385454
0.7305904312108272,0.49586575831221746
,0.49599969608063776
,0.4961050570899441
,0.49632289830959764
,0.4967285179737304
,0.4971756685232529
,0.49805381004791416
,0.4980632234838227
0.999999999283963,0.49816872409596125
,0.49918393529060845
,0.5007353672926453
0.9999999981670333,0.501115054956454
,0.5011562449564277
0.8308077303379839,0.5019687096515928
0.9999999987018424,0.5023228809806615
0.9999999999908815,0.5024165403197937
0.8679113696709225,0.502443456685813
,0.5025468776353663
0.9712126430622168,0.5026406608976062
0.9999999999990477,0.5026697621028693
0.9999999981756889,0.502752664806682
,0.5027663927805988
,0.5028358743862538
,0.5037917041169395
,0.5038061474702811
,0.5040733867688738
,0.5041363992481203
0.9999993117798558,0.5047608610298437
,0.5051333076669684
,0.5056442283298883
0.7483226185612705,0.5056453676190366
0.9495195834642901,0.5058215020625415
0.9433761499150902,0.5069157872940633
0.971636880246471,0.5078367392236653
0.8715551722476603,0.5080679002692321
0.9999999999999996,0.5085298447443614
,0.5086070208882284
,0.5088378856862743
,0.5090688595092407
0.9999984239961304,0.5095857549627596
,0.509591171467022
0.98299686718547,0.509752584393709
,0.5105401453916584
,0.5112994256126473
0.6576094904512026,0.5113972583959457
,0.5114465887200528
,0.5114528126301656
0.9999994694914863,0.5124200011915819
0.9761072841495865,0.5125019054390315
,0.5125854277752041
0.9999999999990765,0.5132847377642665
,0.5138215815414531
0.8968291866156004,0.5139814490680681
,0.5139840906359862
,0.5143876153942664
0.9959463891482216,0.5144960535839025
,0.5147748638581263
0.9999999993185971,0.5152454021086639
,0.515534803857541
,0.515612832544464
0.881488826882313,0.5156227488301566
,0.5158655469029838
0.7547284424010974,0.5158852309509722
,0.5163203494799012
,0.5167264847516472
0.9998973942826118,0.5170758035842937
,0.5176372537083286
,0.5182398372223493
,0.5185767164427628
,0.5192767131216314
,0.5194088445559031
,0.5194559373325959
,0.5198083649419776
,0.520221211002114
,0.5206768978154788
,0.5209239517283264
0.9999999983785504,0.5212253872824009
0.9999999987720751,0.5213871187636783
,0.5213941508752746
,0.5217569059492693
,0.522190382988825
0.9999999999991018,0.5227355016542597
0.9999999999999976,0.5230350396456913
,0.5231370603603795
,0.5236778168864227
0.999999444260157,0.5238742508679657
,0.5240288172029524
,0.5242921646258395
,0.5245784266365574
,0.5247802234588818
0.9867495408644689,0.5250491631835921
0.9885429198797084,0.5253338661343949
,0.5255180600160926
0.9999994470002961,0.5255468487540292
,0.5258026073566132
0.9995050925618543,0.5264520982727673
,0.5279844161676082
,0.5280356620269766
,0.5286968504410661
,0.5287570040044582
,0.5296054992932304
,0.5296148414099029
0.9869487306730828,0.5301928461310562
,0.5308207708915708
,0.5310605278285787
,0.5310929895951533
,0.5311956829928404
,0.5321670104458306
,0.5329117057565842
0.9841423727394997,0.5336212964289279
,0.5337277405102347
,0.5338374387710666
,0.5339044554976508
0.7061769399647128,0.5342354818305628
,0.5344538785872086
0.99999992831679,0.5350294892025431
,0.5353245486489673
,0.5361225677505823
0.9977720985724028,0.5362976105500077
,0.537566545503606
0.8464306619193517,0.5379737724482662
,0.5380025122669982
0.9999999996541373,0.5385444441647282
0.7694927407595408,0.5399370272449497
0.8112281358028822,0.5403339509052622
,0.540475656877022
0.8551141387332806,0.541210134857754
0.9986211811850499,0.5412427651220044
,0.5413210517854292
,0.5419653775528392
0.8208811614098054,0.5420762056610189
0.9999947937605297,0.5420847331548776
0.9999993840062987,0.5423078179333043
0.7445292513727092,0.5423390668029848
0.9998420211301391,0.542596358991406
0.7507295620958074,0.5429247269525632
,0.5432921779609202
0.9046344521121159,0.5434410744319202
0.9999802121029913,0.54413279994541
0.9999999984881087,0.5446852949162376
,0.5451480307483046
0.9999999999994635,0.5453478975446373
,0.5455123573273317
,0.5458425473881081
0.9999999307119256,0.5463278962355869
,0.546782580781191
,0.5472174798436668
0.999999999998977,0.5483621542922595
0.9555151144949331,0.5494983322380589
,0.549556338704167
,0.5499335071739906
,0.5499369847302854
0.9999999999921036,0.5509752756207926
,0.5511074884738678
0.9999999999999991,0.5511446812793384
0.999999999999557,0.5513807608736021
0.9999965697998088,0.5522604444456256
,0.5523031196488926
,0.552461183805288
,0.5525031145036772
0.9999999993905102,0.5525953689537926
0.9999999999999996,0.55414406000147
,0.5543064626825801
,0.5548264300943431
0.868232441113145,0.5552438562049808
,0.5554723707724207
,0.5558394972090943
,0.555874926861788
,0.5563578442306756
0.9895623040970697,0.5564682676847217
0.8196237162644725,0.5569538855988958
0.9867451652074573,0.5575035515443925
0.9999999937147975,0.557608946012194
,0.5576218194485737
,0.5582228629204129
,0.5599504458148475
0.9964630811672778,0.5600617154719276
0.9999995400500094,0.5600751473512813
,0.5605554876727277
0.9868688320666644,0.5605712882852203
,0.5607854063346671
,0.5609842190155275
,0.5614215873636599
0.9999999338572984,0.5615285406854797
,0.5622005010066327
,0.5625656951960748
0.9999958084233954,0.5626030741531172
,0.5627652206307372
,0.5630901978329071
0.9999995451392665,0.5636790684731068
0.999999999999025,0.5640168754515273
0.7169564287725653,0.5641642143499729
,0.5645878085577752
0.9999998425669265,0.5646297969530092
0.999981470936084,0.5656119043987797
,0.5659729163832874
,0.5663455356580545
0.9999995117192089,0.5666422768095549
0.9251673811541921,0.5669187379811165
,0.5674971093500183
,0.5677819167947691
,0.5682225441203113
,0.5686454321716847
0.8339062219035756,0.5692085909920906
0.8662745042637326,0.569449408458264
,0.5700146683294661
0.9239542676130152,0.570094094355904
,0.5702424871789755
0.9410982774889799,0.570305975083111
0.9999986878419767,0.5704707403024416
0.9799405296087966,0.5711446381489653
,0.5717520538241865
,0.5719510345343097
0.999999999999998,0.5723619099860316
,0.572940250272115
,0.573517034801927
,0.5735701540050568
,0.5736774784440061
,0.5738094071273001
,0.5739712725674676
,0.5739758993873926
,0.5744573073616283
0.9999829858737991,0.5746256712500277
,0.5749262872220772
0.9999998475819875,0.5750047156259722
0.9982043381922936,0.5753060767895327
,0.5756391309821708
0.9132555663536945,0.5757269267397038
,0.5759277275333927
,0.5761134512552046
0.9860696467475817,0.5762591881609325
,0.576373745979341
0.9999999999999998,0.5764810352981263
,0.5765080476686886
,0.5765407222539266
0.7057515640504042,0.576777635256274
,0.5773541847689754
,0.5779018606940348
,0.5782035146065561
0.8302252832192861,0.5784183608026812
,0.5786617527101756
,0.5789168855856327
,0.5793396111304657
,0.5795713584557678
0.6060315173713192,0.5805275685915858
,0.5806768116727603
,0.5808905667654907
0.999999999999998,0.5815206907439401
,0.5815758159538369
0.9999999378966044,0.5816712359178685
,0.5817618549260783
,0.5823126488620345
,0.5826884497170767
,0.5829860003555594
0.9999999999964158,0.5831609374303097
,0.5833774070831559
0.8333175226697027,0.5847803234726516
,0.5852047014946016
,0.5854542078536453
,0.585948164588656
,0.5863371787162382
,0.5866343621695667
,0.588164793530147
,0.5885775683166775
,0.5886205647654082
0.8352731390355641,0.58882754758336
0.9999420913236235,0.589257861405929
,0.5894902618615601
,0.589801786022119
,0.5900791046719798
,0.5900868037323959
,0.5903230591671422
,0.5918835244961413
,0.5922017018282053
0.934078356625355,0.5928018359209398
,0.5932219437557906
,0.5937988397340639
,0.5940171698735315
,0.5941803649476076
0.8456749583044627,0.5945024502021535
0.9998657027814171,0.5946788658162948
1.0,0.5952040884267467
0.783956630193538,0.5953986581917028
0.9999999990225423,0.5954603180734088
,0.5967577505595184
0.9067015512343213,0.5979216149826626
,0.5984398755548674
0.9999999999999991,0.5984461397580065
,0.5987049548301484
,0.5990110353321151
,0.599674648485162
,0.6001440646682557
,0.6005415298119032
0.8685767372923078,0.6011916595272346
,0.6012487158025375
,0.6013094384340733
,0.6015641928522946
,0.6016858877939029
0.9999999985202697,0.6017053187066271
,0.6019780686166036
0.9360562345029444,0.6024947708551764
,0.6025128619460822
0.9999835390456293,0.6027555980435018
0.9999999999999991,0.6039643497687162
,0.6039845824874619
,0.604618989338185
,0.6047663163368693
,0.6047948609773915
0.9032279958634328,0.6057306223262082
,0.6063458775914459
,0.606385232842956
0.9999988312883702,0.606571770708039
,0.6066243284390895
,0.6068920410758626
,0.6074070225589301
,0.6074763596948096
,0.6075456462852848
0.9874156413874003,0.6079877571460233
,0.6079907474953996
,0.6081228221767159
,0.6082357193509229
,0.6085135090559621
,0.609019167673737
,0.6092177465575482
,0.6105057635761364
0.9999999999996332,0.6106936133112759
,0.6107090818560701
,0.610881202539011
,0.6112777277090231
,0.6113972601502848
0.9999964149808112,0.6114347025363338
,0.6123659097314369
,0.6127436071991024
,0.612840419745107
0.9351977332655659,0.6133269985589852
0.9999999977006975,0.6133547328432445
,0.614595469670528
,0.6154405066513794
0.9339975960600752,0.6156112357032335
,0.6157424615690259
,0.6168260876522675
,0.6178447320401892
,0.6180513568988917
,0.6180543459209107
,0.6181079238332303
0.9965611363550024,0.6184740554139188
0.9999999999995752,0.618613708249546
,0.6191888783209509
0.9061051889791745,0.6193776006999557
,0.6194393317081033
,0.6203158218256569
,0.6203586164199073
,0.6210176558832367
0.9999999780090341,0.6212573039094298
,0.6217214938087001
,0.6222632678023166
0.9999999999999982,0.6227132645043908
,0.6227344422555022
0.9999999977730454,0.6228613823136815
,0.6233006114022981
,0.6236828301659061
0.9971197092157518,0.623797039550704
0.9141472716756887,0.6241585043324418
0.9999999999988765,0.6249045253817398
,0.6251232718303782
,0.6251475575960375
,0.6254749658357984
,0.6257871021870743
0.99999999863598,0.6260879550421878
,0.6261436824258355
0.7621547114623423,0.6267291582166259
,0.6269732689033289
,0.6272964974229724
,0.627680407952043
,0.6277853967467928
,0.6279900966283858
0.9007743044948066,0.6282198213579132
,0.6284312842277577
,0.6285120613212736
,0.6288529732222569
0.9999999999191476,0.6288566422966555
,0.6290917187152093
,0.6298493818183655
,0.6299281364295342
0.9999999999986642,0.6302868560982298
,0.6304336741865819
,0.630528848194327
,0.6307767402353952
,0.6313417188342278
0.9999999986615113,0.6315996461309537
,0.6316580152693697
0.9758766740230005,0.6317996173374325
0.9073578303988488,0.6320595494304988
0.8317566634062075,0.6322380400344811
,0.6330364599163488
,0.6341449159698411
,0.6343652277523302
,0.6345005385860405
,0.6350383204446258
,0.635656540131174
0.9661613399491998,0.6357462153419553
,0.6361146300601528
,0.6361769848696894
0.998382323002259,0.6361827689323286
0.9999989430148263,0.6362652821888896
,0.6369918823428609
,0.6377063032684894
,0.6378081111482992
,0.6379530963832512
0.8977345084296489,0.6381320365854204
,0.6387309023315537
,0.6390638984111232
,0.639379862646456
0.9999998770489924,0.6399325257628938
,0.6400461199320673
,0.6403949240013509
,0.6404037869823461
0.9998849860855824,0.6407585576567263
,0.6409155231945743
0.8070616042152111,0.6410853120953026
0.9999999988947168,0.6413670516626233
0.9999999999999998,0.6413821770607883
0.9999998783499998,0.6429624020805981
,0.6435127179871805
,0.6437791139599053
,0.6442138576910952
,0.6444708247015367
,0.6448922647772217
0.9199276456142281,0.6451632055515462
,0.6452363371798605
,0.6462270466708172
,0.6467434127419395
,0.6474075924528955
,0.6474647211216591
,0.6478693874794892
,0.6480444370176568
,0.6484357796301512
,0.6495336651386351
0.9999968566053992,0.6496341225383866
0.9902005874313615,0.649719189297
,0.6497851496833745
0.9999859825368015,0.6497969608499214
,0.6500070690026742
,0.6502349852735037
,0.6512295433187958
0.9999995690758301,0.6517622766602429
0.9025538517218631,0.6525181103583189
,0.6525408227738423
,0.6532364823400827
,0.6532985877945366
0.892585401852098,0.6535757822140627
,0.6540549828646726
,0.6543179462490444
,0.6546697291572185
,0.6546857724806346
0.9998909371382857,0.6556876183739293
0.999999999999418,0.6568403452319316
,0.6570446311955651
,0.6570995211915118
0.9686278879841157,0.6574364505547865
,0.6578313571337565
0.9185853830402742,0.6581802052301453
0.8907697931509057,0.6585426543151891
0.910546005069667,0.6591080738204718
0.81830628509786,0.6597501026739083
,0.6598229537589042
,0.6599066628677069
0.9999999999275884,0.6600586344744062
,0.6602444309637109
,0.6606870942987745
0.9999999899828259,0.6609615757069891
0.8916996712373861,0.6610287044234221
,0.6613551650038599
,0.6614547233428754
0.999987341579323,0.6621922741510482
,0.6622245758814767
0.9999990371580887,0.6624112978577715
,0.6626354414085305
,0.663750101447528
,0.6638135318160321
0.9999999993927229,0.6638854909675092
,0.6639370334783831
,0.6639923413171271
0.9999999810923833,0.6641357704940679
,0.6647178572349914
0.9999553554012581,0.6651483058637796
,0.6653366531609415
0.9999999999946028,0.6653656799629003
,0.6653798419032445
,0.6654696336443173
0.9975239488911681,0.6665673216584176
0.9999999998180393,0.666597670675179
,0.6667753649682968
0.9927757718155336,0.6669556742637535
,0.667411781550574
,0.6676232940227435
,0.6682524487984415
,0.6684545223431774
,0.6687571094468323
