"alpha","FDR","power"
0.02,0.0186335403726708,0.913294797687861
0.05,0.0404624277456647,0.959537572254335
0.07,0.0583333333333333,0.979768786127168
0.1,0.0758807588075881,0.985549132947977
0.15,0.115979381443299,0.991329479768786
0.2,0.219954648526077,0.994219653179191
0.25,0.267515923566879,0.997109826589595
0.3,0.287190082644628,0.997109826589595
0.35,0.355140186915888,0.997109826589595
0.4,0.375,0.997109826589595
0.45,0.421140939597315,0.997109826589595
0.5,0.491176470588235,1
0.55,0.552393272962484,1
0.6,0.607709750566893,1
0.65,0.676635514018692,1
0.7,0.703259005145798,1
0.75,0.738473167044596,1
0.8,0.771315267680106,1
0.85,0.771315267680106,1
0.9,0.771315267680106,1
0.95,0.771315267680106,1
1,0.771315267680106,1
