"alpha","FDR","power"
0.02,0,0
0.05,0,0.141463414634146
0.07,0,0.141463414634146
0.1,0.0540540540540541,0.170731707317073
0.15,0.075,0.180487804878049
0.2,0.0952380952380952,0.185365853658537
0.25,0.136363636363636,0.185365853658537
0.3,0.16,0.204878048780488
0.35,0.233333333333333,0.224390243902439
0.4,0.253968253968254,0.229268292682927
0.45,0.253968253968254,0.229268292682927
0.5,0.435185185185185,0.297560975609756
0.55,0.466101694915254,0.307317073170732
0.6,0.535211267605634,0.321951219512195
0.65,0.541666666666667,0.321951219512195
0.7,0.649789029535865,0.404878048780488
0.75,0.65,0.409756097560976
0.8,0.717808219178082,0.502439024390244
0.85,0.734491315136476,0.521951219512195
0.9,0.781308411214953,0.570731707317073
0.95,0.907647907647908,0.624390243902439
1,0.907647907647908,0.624390243902439
