"alpha","FDR","power"
0.02,0,0.188356164383562
0.05,0,0.229452054794521
0.07,0,0.253424657534247
0.1,0.0427350427350427,0.383561643835616
0.15,0.0661764705882353,0.434931506849315
0.2,0.0921052631578947,0.472602739726027
0.25,0.111111111111111,0.493150684931507
0.3,0.141304347826087,0.541095890410959
0.35,0.202830188679245,0.578767123287671
0.4,0.231441048034935,0.602739726027397
0.45,0.280769230769231,0.64041095890411
0.5,0.319148936170213,0.657534246575342
0.55,0.348684210526316,0.678082191780822
0.6,0.426136363636364,0.691780821917808
0.65,0.506024096385542,0.702054794520548
0.7,0.54978354978355,0.712328767123288
0.75,0.633975481611208,0.715753424657534
0.8,0.717185385656292,0.715753424657534
0.85,0.741016109045849,0.715753424657534
0.9,0.793885601577909,0.715753424657534
0.95,0.845756457564576,0.715753424657534
1,0.849097472924188,0.715753424657534
