"alpha","FDR","power"
0.02,0.0285714285714286,0.213836477987421
0.05,0.027027027027027,0.226415094339623
0.07,0.0263157894736842,0.232704402515723
0.1,0.0256410256410256,0.238993710691824
0.15,0.0531914893617021,0.279874213836478
0.2,0.0612244897959184,0.289308176100629
0.25,0.0884955752212389,0.323899371069182
0.3,0.158227848101266,0.418238993710692
0.35,0.170731707317073,0.427672955974843
0.4,0.208333333333333,0.477987421383648
0.45,0.21,0.49685534591195
0.5,0.262008733624454,0.531446540880503
0.55,0.360714285714286,0.562893081761006
0.6,0.384105960264901,0.584905660377358
0.65,0.455801104972376,0.619496855345912
0.7,0.482939632545932,0.619496855345912
0.75,0.545253863134658,0.647798742138365
0.8,0.691535150645624,0.676100628930818
0.85,0.762897914379802,0.679245283018868
0.9,0.827990617670055,0.691823899371069
0.95,0.845021037868163,0.694968553459119
1,0.845021037868163,0.694968553459119
