"alpha","FDR","power"
0.02,0,0
0.05,0.0163934426229508,0.176470588235294
0.07,0.0459770114942529,0.244117647058824
0.1,0.0571428571428571,0.291176470588235
0.15,0.0689655172413793,0.317647058823529
0.2,0.0763358778625954,0.355882352941176
0.25,0.127167630057803,0.444117647058824
0.3,0.204347826086957,0.538235294117647
0.35,0.217213114754098,0.561764705882353
0.4,0.254681647940075,0.585294117647059
0.45,0.293515358361775,0.608823529411765
0.5,0.296666666666667,0.620588235294118
0.55,0.38,0.638235294117647
0.6,0.485327313769752,0.670588235294118
0.65,0.516666666666667,0.682352941176471
0.7,0.53968253968254,0.682352941176471
0.75,0.577132486388385,0.685294117647059
0.8,0.698979591836735,0.694117647058824
0.85,0.796795952782462,0.708823529411765
0.9,0.833563535911602,0.708823529411765
0.95,0.833563535911602,0.708823529411765
1,0.833563535911602,0.708823529411765
