"alpha","FDR","power"
0.02,0,0
0.05,0,0.109756097560976
0.07,0,0.109756097560976
0.1,0.0303030303030303,0.130081300813008
0.15,0.0701754385964912,0.215447154471545
0.2,0.0581395348837209,0.329268292682927
0.25,0.0638297872340425,0.357723577235772
0.3,0.0857142857142857,0.390243902439024
0.35,0.147286821705426,0.447154471544715
0.4,0.164179104477612,0.455284552845528
0.45,0.244186046511628,0.528455284552846
0.5,0.313432835820896,0.560975609756098
0.55,0.333333333333333,0.560975609756098
0.6,0.437956204379562,0.626016260162602
0.65,0.586842105263158,0.638211382113821
0.7,0.654427645788337,0.650406504065041
0.75,0.70863309352518,0.658536585365854
0.8,0.77247191011236,0.658536585365854
0.85,0.862595419847328,0.658536585365854
0.9,0.886554621848739,0.658536585365854
0.95,0.886554621848739,0.658536585365854
1,0.886554621848739,0.658536585365854
