"alpha","FDR","power"
0.02,0,0.185314685314685
0.05,0,0.20979020979021
0.07,0,0.251748251748252
0.1,0,0.293706293706294
0.15,0.040650406504065,0.412587412587413
0.2,0.0860927152317881,0.482517482517482
0.25,0.0975609756097561,0.517482517482518
0.3,0.119565217391304,0.566433566433566
0.35,0.229787234042553,0.632867132867133
0.4,0.244813278008299,0.636363636363636
0.45,0.334532374100719,0.646853146853147
0.5,0.367892976588629,0.660839160839161
0.55,0.426426426426426,0.667832167832168
0.6,0.516372795969773,0.671328671328671
0.65,0.543529411764706,0.678321678321678
0.7,0.567328918322296,0.685314685314685
0.75,0.622137404580153,0.692307692307692
0.8,0.682182985553772,0.692307692307692
0.85,0.780244173140955,0.692307692307692
0.9,0.827787021630616,0.723776223776224
0.95,0.852982954545455,0.723776223776224
1,0.852982954545455,0.723776223776224
