"alpha","FDR","power"
0.02,0,0
0.05,0,0.132075471698113
0.07,0,0.183962264150943
0.1,0.0238095238095238,0.193396226415094
0.15,0.0232558139534884,0.19811320754717
0.2,0.0425531914893617,0.212264150943396
0.25,0.111111111111111,0.339622641509434
0.3,0.125,0.363207547169811
0.35,0.123595505617978,0.367924528301887
0.4,0.142857142857143,0.367924528301887
0.45,0.166666666666667,0.377358490566038
0.5,0.194690265486726,0.429245283018868
0.55,0.259259259259259,0.471698113207547
0.6,0.340909090909091,0.547169811320755
0.65,0.408653846153846,0.580188679245283
0.7,0.631853785900783,0.665094339622642
0.75,0.65625,0.674528301886792
0.8,0.680803571428571,0.674528301886792
0.85,0.723809523809524,0.683962264150943
0.9,0.833906071019473,0.683962264150943
0.95,0.880681818181818,0.693396226415094
1,0.892622352081812,0.693396226415094
